article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin,relevance_score,recommendation_reason,matched_tags,rank
CL-0102,market,"“제조 AX, 고정설비 넘어 피지컬 AI로”…산업단지를 로봇 학습거점으로 - sandannews.co.kr",2026-09-21,"“제조 AX, 고정설비 넘어 피지컬 AI로”…산업단지를 로봇 학습거점으로 sandannews.co.kr","“제조 AX, 고정설비 넘어 피지컬 AI로”…산업단지를 로봇 학습거점으로 sandannews.co.kr",https://news.google.com/rss/articles/CBMib0FVX3lxTE5kNU44bHN0V1NtbXQ4dHdvU0ZhUmMxaTRaZmVDNkJtNEVYM3VuZW5jaVZCMzRjcmMtWDZoN0dvWXpPcHdGWndaeDl4X0dyZnAwV1JyUzJVaEFuaW9hdnVlMDBJdExYU3dNMEVxV2ttdw?oc=5,sandannews.co.kr,,제조|AX|공정|자동화,2026-09-23T03:53:02.499973+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI, 제조 AX) 일치 (태그: 제조, ai, AI, 제조 AX)",제조|ai|AI|제조 AX,11
CL-0004,market,"유일로보틱스, 고도의 자동화 ‘다크 팩토리’ 실현… AI·로봇 자율제조 확대 - 이코노미톡뉴스",2026-09-20,"유일로보틱스, 고도의 자동화 ‘다크 팩토리’ 실현… AI·로봇 자율제조 확대 이코노미톡뉴스","유일로보틱스, 고도의 자동화 ‘다크 팩토리’ 실현… AI·로봇 자율제조 확대 이코노미톡뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE9uOU0wV2p5REFwN1VHa3lYWkJPaWJRTmYzUkdxMHRiVzVEWTJERHFuS1pDTW9SdmVHVWpSZmJ3YUx1Y1REdHdzdEpRYnhGQzNpQ25JYkxoYllVRUhHODRhQmt1Ull3YTdTRWJjSA?oc=5,이코노미톡뉴스,,스마트팩토리|AI|제조,2026-09-23T03:53:01.738863+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI, 자동화) 일치 (태그: 제조, ai, AI, 자동화)",제조|ai|AI|자동화,12
CL-0147,market,"티엠에스 인더스트리, 피지컬AI 제조 시스템 R&D 과제 참여 - 머니투데이 - 머니투데이",2026-08-31,"티엠에스 인더스트리, 피지컬AI 제조 시스템 R&D 과제 참여 - 머니투데이 머니투데이","티엠에스 인더스트리, 피지컬AI 제조 시스템 R&D 과제 참여 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE1wN3Q5NGhSTThqTUt5Z2VXTHdEaHE5TTNRSE1nenFlQ1J6d1RpNGtUc0JacjNCOFFwNkh1VkVjWXNnU3U3Mm4tZDlzUGI2c3hwY1hTaFFCaFNyclpxZnB0Vk9jekFmVHgzMzNPTNIBckFVX3lxTE04ZVJYLTVsRnQtRW9ib043bXVfRjNVOVRSTVE2eWZBaVNVczBZLTZMZE1WNjRpN21WVXAzQ0ZMQmpvS2R4N2NjVHdQWDVkaE5FakhONGR0a1Qza0JtbEZ5ZUlTQzJjLXREaVNZR1Bqc2Ezdw?oc=5,머니투데이,,제조|AX|공정|자동화,2026-09-23T03:53:02.499973+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, R&D)",제조|ai|AI|R&D,13
CL-0071,market,AI 스마트팩토리와 사출성형 자동화 - 플라스틱코리아,2026-07-10,AI 스마트팩토리와 사출성형 자동화 플라스틱코리아,AI 스마트팩토리와 사출성형 자동화 플라스틱코리아,https://news.google.com/rss/articles/CBMicEFVX3lxTFBBWXdXWTN1SnFwY3N0Z1RXSF9VazBZVWhrOWhNTFBkQ1lScnNKLUZhTllkWEFDcjA4ZzFmZ2xpdW82a1VXNFBWMGZHVThOYzNiMWxITFgtZ3V2WEVvZEttNnFxLXc0QWhFYk1KbzVNY1fSAXRBVV95cUxPYzlBVVZyY1NiN19na2N4SjZRbjJleUFuX1ViVnhPT2tFU19zblFaN2owbkNYWFdVdUZSdkdpT3oxbnJodGxHVjBHSTl4c1FvTUFoWFNjYVNscXhLUWdhS3ZUSWw4aGR6UU5tNTRucDZBN0czSg?oc=5,플라스틱코리아,,스마트팩토리|AI|제조,2026-09-23T03:53:01.738863+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI, 스마트팩토리, 자동화) 일치 (태그: 자동화, ai, AI, 스마트팩토리)",자동화|ai|AI|스마트팩토리,14
CL-0060,market,"[스마트팩토리 특집-①] LG전자, 단순 자동화 넘어 ‘AI 팩토리’로 진화…피지컬 AI·로봇 생태계 정조준 - 테크월드",2026-07-08,"[스마트팩토리 특집-①] LG전자, 단순 자동화 넘어 ‘AI 팩토리’로 진화…피지컬 AI·로봇 생태계 정조준 테크월드","[스마트팩토리 특집-①] LG전자, 단순 자동화 넘어 ‘AI 팩토리’로 진화…피지컬 AI·로봇 생태계 정조준 테크월드",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5ZcHJQY1BTNkZ6ZlMtcFZPMU5sb20wZW1IRlZUZGZtWDFNVzltMzVzVm5fU1hjY3ZscU4wSmZOdFh5eTNyd2FsTEw5UEZYZHQzLW1BREFHdFY1UnU1NEpQLTNrNUdva2pR?oc=5,테크월드,,스마트팩토리|AI|제조,2026-09-23T03:53:01.738863+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI, 스마트팩토리, 자동화) 일치 (태그: 자동화, ai, AI, 스마트팩토리)",자동화|ai|AI|스마트팩토리,15
CL-0081,market,"[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠"" - v.daum.net",2026-05-26,"[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠"" v.daum.net","[스마트산업강국 함께하는 제조혁신4.0] ""눈으로 확인하고 실습했더니 … AI 스마트공장 확신 생겼죠"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9NbTdOZF9neFpReTRGWG1WUmtsOHlPRU1RSVdxcm9JVzNmdndZZkYxU1ZzdWdlenRaeUVBY2FIZkJneXpwTFpxZnFmZldWS0U?oc=5,v.daum.net,,스마트팩토리|AI|제조,2026-09-23T03:53:01.738863+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, 스마트공장)",제조|ai|AI|스마트공장,16
CL-0150,market,"LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에 - 테크월드",2026-05-20,"LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에 테크월드","LG CNS, 북미 제조 AX 시장 공략 본격화…AI 스마트팩토리 ‘팩토바’ 전면에 테크월드",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBrWmRYcGZGTFVIbmtVUVJKdXVtcXBPa2RDZmVPNjhuOVc3RnNsU21GbkZnQzAyRk1tUmt3QUR4RUVpdGRhVEhIMDVKT3VLdlJLdXNtbmJUamxGd2M2bnExd29yVE04dFZ6?oc=5,테크월드,,제조|AX|공정|자동화,2026-09-23T03:53:02.499973+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI, 스마트팩토리, 제조 AX) 일치 (태그: 제조, ai, AI, 스마트팩토리)",제조|ai|AI|스마트팩토리|제조 AX,17
CL-0064,market,"포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서 - 포스코그룹 뉴스룸",2026-05-19,"포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서 포스코그룹 뉴스룸","포스코, 상생형 스마트공장 구축 지원사업 확대… 중소기업 ‘제조AI 전환’ 지원 앞장서 포스코그룹 뉴스룸",https://news.google.com/rss/articles/CBMiygJBVV95cUxQb1BOOEJqT18yQldvX2tYWXJlNFRjb1E5eXFjTnFYNVZlVGpGMDJrRnJwdDItM3JaMEVDaElJYk9mVkhfNUJFRWwwUnR0RWtIQjdCQUFnYWFqMU5Na0JRc0FSZE9mbXdwcjlsbVZTTTRmc1lwaUZab3FRMldXUWdmQ1JLVDRKYkpIQ1V5WTJYQVEwUW02R2dpZ0ZDTUNmeUtiWE1FR3NFc0w4aUdGWGpaR1loTnZ2d2ZPbUlMVmNYTkRFWkk3M1lkZXQ1RXhwc0lGYzNPUld0TW5oUk1QbHBUYldNWmlka2ZWdjdjeGlSbUZweGtNdE5jZVZDdHVxSlVIQ0FudERLSlBRbFJtanZKZnM2RFpGelF5ZV9mN2VnNTRlMzFlVm1TVXpBUnA1NnpOYXZsbFpSekx4RXJOc05tT0x3ZWh3a2tKWVE?oc=5,포스코그룹 뉴스룸,,스마트팩토리|AI|제조,2026-09-23T03:53:01.738863+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, 스마트공장)",제조|ai|AI|스마트공장,18
CL-0156,market,철강·반도체 아우르는 '열공정 특화 제조 AI 파운데이션 모델' R&D 공모 - 기계신문,2026-05-09,철강·반도체 아우르는 '열공정 특화 제조 AI 파운데이션 모델' R&D 공모 기계신문,철강·반도체 아우르는 '열공정 특화 제조 AI 파운데이션 모델' R&D 공모 기계신문,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5fQUNNTEh3bGV2bUlCZ0ZxVzEtY0hsX0RmTmQ0TktOdTdvbGM3azVOZkZfR2N0QjVNMGJEa2JyNnlsYjloVTJWdFJoY3FvZTNXcHRsUlU4UjMzbXA0WkdKT1BFOERRaEE?oc=5,기계신문,,제조|AX|공정|자동화,2026-09-23T03:53:02.499973+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, R&D)",제조|ai|AI|R&D,19
CL-0137,market,"이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 - FA저널",2026-03-23,"이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 FA저널","이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTFBvQ0hYX1F3ZDc1N2dheFl5WGlEeVBUVDNFQmpDalFhWE1mTHNrNDlqVm1NTkozeV9ZQWt4OHhjd2RsR05zWFQ5UmE5d0lHenVMN0xnQkVZaWp5cG4yMUw3dGtDcndnMHRid3ZN?oc=5,FA저널,,제조|AX|공정|자동화,2026-09-23T03:53:02.499973+00:00,False,False,live_crawl,86,"[시장 전략] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, AI 바우처)",제조|ai|AI|AI 바우처,20
CL-0214,funding,"이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 - 인더스트리뉴스",2026-03-23,"이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 인더스트리뉴스","이즈파크, AI 바우처 공급기업 선정… 제조기업 AX 전환 지원 인더스트리뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTFBGZ1pycTZtTVpxNDFHOUk1QTNFVnlfUmx6U3QxbFFqV2Z0MjlXZDdxaS1yLVFzRDE2WEtBWVdOYlhyZDlEV2VtLXJzVW9kNW0tRVI5NXF5ZzFsVkdZMjRrcWlETVZpZHN3QnJ5RlVsUDlQQQ?oc=5,인더스트리뉴스,,AI|바우처|스마트공장|지원사업,2026-09-23T03:53:03.736226+00:00,False,False,live_crawl,86,"[지원사업 유치] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, AI 바우처)",제조|ai|AI|AI 바우처,21
CL-0259,policy,"중기부, '스마트제조 R&D 로드맵' 수립…AI 등 핵심분야 중심 - 지디넷코리아",2026-03-20,"중기부, '스마트제조 R&D 로드맵' 수립…AI 등 핵심분야 중심 지디넷코리아","중기부, '스마트제조 R&D 로드맵' 수립…AI 등 핵심분야 중심 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE50Qmhzb2c5RGlCa1BEWWhJNHZIdlgwdzRsUjRtb1Mtc3BYQTl0WHBWWlVWWWhGSGlmd1l2QjU0Y0xWazVra1ZxZ3pJMFYxRXUzdVlNcXN3?oc=5,지디넷코리아,,중기부|스마트제조|R&D|지원,2026-09-23T03:53:04.407162+00:00,False,False,live_crawl,86,"[정책 부합] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, R&D)",제조|ai|AI|R&D,22
CL-0263,policy,"“AI 포함 49개 기술 찍었다”…중기부, 스마트제조 R&D ‘로드맵’ 공개 - 매일일보",2026-03-18,"“AI 포함 49개 기술 찍었다”…중기부, 스마트제조 R&D ‘로드맵’ 공개 매일일보","“AI 포함 49개 기술 찍었다”…중기부, 스마트제조 R&D ‘로드맵’ 공개 매일일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTE14M0NFSFJ0b1ZBVFRfSG8zQXV5dlhKWGdmZVVtV1A4MTlGN0N5WU1IUUFNM3hONml4dl9iT1ctdmlGWklwblVLM1VOMUk2emFkOVNtYUZ5M0tCN05pTklIclJUUjDSAWhBVV95cUxPd2Q5T0hnZE1VN2FmeFFMUnIwU3hIWW4wUm9RYThuWU5vNFMtXzZyeFZnbzlYOXRRNTBXTDRrM1hLNjNmRWdaclpsdzhZeVRFel9pd2E2dXZSZi1GR0xVRl85cDRXM3Zyeg?oc=5,매일일보,,중기부|스마트제조|R&D|지원,2026-09-23T03:53:04.407162+00:00,False,False,live_crawl,86,"[정책 부합] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, R&D)",제조|ai|AI|R&D,23
CL-0226,funding,"이즈파크, ‘2026 제조AI특화 스마트공장 구축사업’ 대비 제조 AI 적용 전략 제시 - FA저널",2026-02-10,"이즈파크, ‘2026 제조AI특화 스마트공장 구축사업’ 대비 제조 AI 적용 전략 제시 FA저널","이즈파크, ‘2026 제조AI특화 스마트공장 구축사업’ 대비 제조 AI 적용 전략 제시 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTFBlZEhyWVQxYTdzR0N2a3FEMi1HTEtQSU0xYzkwQjdXYnlCYU5MX3Rqb29lWmJ1amplSzNFcmctYkpQQ29DQ0E5dXRmazJQUDNYMV9DRWljMGRheVVBa3hEMGZFby1VLTFkQ2Rr?oc=5,FA저널,,AI|바우처|스마트공장|지원사업,2026-09-23T03:53:03.736226+00:00,False,False,live_crawl,86,"[지원사업 유치] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, 스마트공장)",제조|ai|AI|스마트공장,24
CL-0271,policy,"중기부, 2026년 디지털·AI 제조혁신에 방점… ICT 융합 스마트공장 예산 대폭 확대 - FA저널",2025-12-16,"중기부, 2026년 디지털·AI 제조혁신에 방점… ICT 융합 스마트공장 예산 대폭 확대 FA저널","중기부, 2026년 디지털·AI 제조혁신에 방점… ICT 융합 스마트공장 예산 대폭 확대 FA저널",https://news.google.com/rss/articles/CBMia0FVX3lxTE5QNklkZ1kzSG5waFpiMjBlQk0xVy1ORFR4NnBoemlrcC1GdEZXcnBqSG9zNkJrTmkxem1SaU1aUFNoVG1ZU2p4OXc2SFl6Z0N0OHdPV1BDb0FqQ05xb1pRRW4ydDRwS3ZRZXJZ?oc=5,FA저널,,중기부|스마트제조|R&D|지원,2026-09-23T03:53:04.407162+00:00,False,False,live_crawl,86,"[정책 부합] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, 스마트공장)",제조|ai|AI|스마트공장,25
CL-0293,policy,"제조업 AI 전환 가속…정부, 2026년 스마트공장 450개 구축 지원 - 프라임경제",2025-10-30,"제조업 AI 전환 가속…정부, 2026년 스마트공장 450개 구축 지원 프라임경제","제조업 AI 전환 가속…정부, 2026년 스마트공장 450개 구축 지원 프라임경제",https://news.google.com/rss/articles/CBMiZkFVX3lxTE0zVDNrSlpPb2ZlY1dOT2w1cTBCcGx5c0NXUEFjaUVFNl91SWhOaGt0OFJpWDhXVG9hc2VTcThkb3pQVnlpQ3VVNlRkY2ZuZnc4S3Rva0w5NWRjQXhIb0VRVXJCYWk2UQ?oc=5,프라임경제,,중기부|스마트제조|R&D|지원,2026-09-23T03:53:04.407162+00:00,False,False,live_crawl,86,"[정책 부합] 핵심 기술 키워드(AI) 일치 / 제조 AI 정부 지원사업 및 R&D 바우처 수혜 기회 (태그: 제조, ai, AI, 스마트공장)",제조|ai|AI|스마트공장,26
CL-0415,competitor,"온아이텍, AI 기반 머신비전 솔루션으로 금속·항공정밀검사 혁신 - 인더스트리뉴스",2025-10-30,"온아이텍, AI 기반 머신비전 솔루션으로 금속·항공정밀검사 혁신 인더스트리뉴스","온아이텍, AI 기반 머신비전 솔루션으로 금속·항공정밀검사 혁신 인더스트리뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE9nR3FEQlUwM1VWenZQdjRMQldrVU9ZX3psejJJcTliVkZkTF9oTkZ6d1Nua3ZBTUdVMjA2cnFwZjFGRnVmT1hBVjVwQkhpbWtuRUdmbk4tSU9hNUZjLW1BeWxGX1k3Z216OTZLSzBTYldodw?oc=5,인더스트리뉴스,,머신비전|비전검사|솔루션|경쟁사,2026-09-23T03:53:06.354936+00:00,False,False,live_crawl,86,"[경쟁 대응] 비전 인스펙션 및 머신비전 업계 경쟁 구도 파악 / 핵심 기술 키워드(AI, 머신비전) 일치 (태그: 비전, 경쟁시장동향, AI, 머신비전)",비전|경쟁시장동향|AI|머신비전,27
